house_id,price,image_folder_name,n_images,apartment_clean_idx,apartment_raw_idx,source_raw_idx,link,mapping_method
1039,54500,1039_satilir-2-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-671,5,23,28,37,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-671,exact_clean_to_raw
1053,200000,1053_satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-lutfuzade-kucesinde,13,24,42,51,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-lutfuzade-kucesinde,exact_clean_to_raw
1058,54000,1058_satilir-1-otaqli-yeni-tikili-xirdalan-aafpark-2,7,25,43,56,https://arenda.az/satilir-1-otaqli-yeni-tikili-xirdalan-aafpark-2,exact_clean_to_raw
1063,125000,1063_satilir-1-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-musteqil-kucesi,7,26,44,61,https://arenda.az/satilir-1-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-musteqil-kucesi,exact_clean_to_raw
1064,88000,1064_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-57,12,27,45,62,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-57,exact_clean_to_raw
1065,90000,1065_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1719,17,28,46,63,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1719,exact_clean_to_raw
1066,87500,1066_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-166,12,29,47,64,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-166,exact_clean_to_raw
1067,239000,1067_satilir-5-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-hezi-aslanov-metrosu-n-tusi-kucesi,19,30,48,65,https://arenda.az/satilir-5-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-hezi-aslanov-metrosu-n-tusi-kucesi,exact_clean_to_raw
1069,257000,1069_satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-bineqedi-ray-sovket-memmedova-kuc-azadliq-m,20,31,49,66,https://arenda.az/satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-bineqedi-ray-sovket-memmedova-kuc-azadliq-m,exact_clean_to_raw
1072,63000,1072_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-1162,10,32,50,69,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-1162,exact_clean_to_raw
1073,205000,1073_satilir-4-otaqli-kohne-tikili-yasamal-rayonu-iceriseher-metrosu-yeni-yasamal-qes-d-bunyadzade-kucesi,18,33,51,70,https://arenda.az/satilir-4-otaqli-kohne-tikili-yasamal-rayonu-iceriseher-metrosu-yeni-yasamal-qes-d-bunyadzade-kucesi,exact_clean_to_raw
1074,247000,1074_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-9-cu-mikrorayon-bineqedi-ray-adil-memmedov-kuc-9-mkr,9,34,52,71,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-9-cu-mikrorayon-bineqedi-ray-adil-memmedov-kuc-9-mkr,exact_clean_to_raw
1075,80000,1075_satilir-2-otaqli-kohne-tikili-sabuncu-rayonu-koroglu-metrosu-zabrat-1-ayxan-marketin-yaxinligi-binanin-7-9,9,35,53,72,https://arenda.az/satilir-2-otaqli-kohne-tikili-sabuncu-rayonu-koroglu-metrosu-zabrat-1-ayxan-marketin-yaxinligi-binanin-7-9,exact_clean_to_raw
1076,225000,1076_satilir-4-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-bineqedi-ray-f-melikov-kuc-azadliq-m,18,36,54,73,https://arenda.az/satilir-4-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-bineqedi-ray-f-melikov-kuc-azadliq-m,exact_clean_to_raw
1077,108000,1077_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4080,5,37,55,74,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4080,exact_clean_to_raw
1080,115000,1080_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1633,14,38,56,77,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1633,exact_clean_to_raw
1081,96500,1081_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2843,13,39,57,78,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2843,exact_clean_to_raw
1082,57000,1082_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2372,9,40,58,79,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2372,exact_clean_to_raw
1083,80500,1083_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-1175,13,41,59,80,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-1175,exact_clean_to_raw
1084,145000,1084_satilir-3-otaqli-yeni-tikili-xirdalan-xirdalan-seher-atlas-residence-yasayis-kompleksi,17,42,60,81,https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-xirdalan-seher-atlas-residence-yasayis-kompleksi,exact_clean_to_raw
1085,180000,1085_satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-nizami-rayonu-elsen-suleymanov-kucesi-7,17,43,61,82,https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-nizami-rayonu-elsen-suleymanov-kucesi-7,exact_clean_to_raw
1086,250000,1086_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-ray-moskva-pr-20-yanvar-m,17,44,62,83,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-ray-moskva-pr-20-yanvar-m,exact_clean_to_raw
1087,72500,1087_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-897,11,45,63,84,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-897,exact_clean_to_raw
1088,108000,1088_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4077,6,46,64,85,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4077,exact_clean_to_raw
1089,98500,1089_satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4072,6,47,65,86,https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4072,exact_clean_to_raw
1090,96000,1090_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-masazir-yasayis-kompleksi-91,11,48,66,87,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-yeni-masazir-yasayis-kompleksi-91,exact_clean_to_raw
1092,185000,1092_satilir-2-otaqli-yeni-tikili-xetai-rayonu-h-aslanov-qes-xudu-memmedov-kucesi-3,7,49,67,89,https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-h-aslanov-qes-xudu-memmedov-kucesi-3,exact_clean_to_raw
1093,165000,1093_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-nesimi-metrosu-9-cu-mikrorayon-adil-memmedov-7,14,50,68,90,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-nesimi-metrosu-9-cu-mikrorayon-adil-memmedov-7,exact_clean_to_raw
1094,125000,1094_satilir-2-otaqli-kohne-tikili-nesimi-rayonu-memar-ecemi-metrosu-nesimi-ray-memar-ecemi-m-2,9,51,69,91,https://arenda.az/satilir-2-otaqli-kohne-tikili-nesimi-rayonu-memar-ecemi-metrosu-nesimi-ray-memar-ecemi-m-2,exact_clean_to_raw
1096,128000,1096_satilir-1-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-ray-aga-neymetulla-kuc-nerimanov-m,6,52,70,93,https://arenda.az/satilir-1-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-ray-aga-neymetulla-kuc-nerimanov-m,exact_clean_to_raw
1097,175000,1097_satilir-2-otaqli-kohne-tikili-sebail-rayonu-iceriseher-metrosu-sebail-ray-teymur-elcin-kuc-iceri-seher-m,5,53,71,94,https://arenda.az/satilir-2-otaqli-kohne-tikili-sebail-rayonu-iceriseher-metrosu-sebail-ray-teymur-elcin-kuc-iceri-seher-m,exact_clean_to_raw
1098,151000,1098_satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-xetai-ray-gence-pr-10,6,54,72,95,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-xetai-ray-gence-pr-10,exact_clean_to_raw
1099,239000,1099_satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-8-ci-mikrorayon-bineqedi-ray-anar-sukurov-kuc-azadliq-m,10,55,73,96,https://arenda.az/satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-8-ci-mikrorayon-bineqedi-ray-anar-sukurov-kuc-azadliq-m,exact_clean_to_raw
1100,182000,1100_satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-nesreddin-tusi-4,26,56,74,97,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-nesreddin-tusi-4,exact_clean_to_raw
1101,74000,1101_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-157,12,57,75,98,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-157,exact_clean_to_raw
1102,52000,1102_satilir-1-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-29,9,58,76,99,https://arenda.az/satilir-1-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-29,exact_clean_to_raw
1104,259000,1104_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-samaxinka-8,10,59,77,101,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-samaxinka-8,exact_clean_to_raw
1105,465000,1105_satilir-4-otaqli-yeni-tikili-xetai-rayonu-8-noyabr-prospekti-6,30,60,78,102,https://arenda.az/satilir-4-otaqli-yeni-tikili-xetai-rayonu-8-noyabr-prospekti-6,exact_clean_to_raw
1106,265000,1106_satilir-3-otaqli-yeni-tikili-xetai-rayonu-xalqlar-dostlugu-metrosu-xalqlar-dostlugu-metrosu-mehemmed-hadi-136,16,61,79,103,https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-xalqlar-dostlugu-metrosu-xalqlar-dostlugu-metrosu-mehemmed-hadi-136,exact_clean_to_raw
1108,228000,1108_satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-yasamal-mida-1,39,62,81,105,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-yasamal-mida-1,exact_clean_to_raw
1109,227000,1109_satilir-2-otaqli-kohne-tikili-xetai-rayonu-xetai-metrosu-xetai-ray-ag-seher-yusif-seferov-kuc-xetai-m,12,63,82,106,https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-xetai-metrosu-xetai-ray-ag-seher-yusif-seferov-kuc-xetai-m,exact_clean_to_raw
1110,185000,1110_satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-ray-nazim-haciyev-kuc-nerimanov-m,7,64,83,107,https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-nerimanov-ray-nazim-haciyev-kuc-nerimanov-m,exact_clean_to_raw
1111,275000,1111_satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-sefaet-mehdiyev-kucesi-8,16,65,84,108,https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-rayonu-sefaet-mehdiyev-kucesi-8,exact_clean_to_raw
1112,137000,1112_satilir-2-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-abbas-fetullayev-6,13,66,85,109,https://arenda.az/satilir-2-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-abbas-fetullayev-6,exact_clean_to_raw
1113,160000,1113_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yeni-yasamal-450,17,67,86,110,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yeni-yasamal-450,exact_clean_to_raw
1118,57000,1118_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-877,9,68,90,115,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-877,exact_clean_to_raw
1120,160000,1120_satilir-2-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-mireli-seyidov-kucesi-4,14,69,92,117,https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-mireli-seyidov-kucesi-4,exact_clean_to_raw
1121,95000,1121_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-408,16,70,93,118,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-408,exact_clean_to_raw
1122,46500,1122_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-907,4,71,94,119,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-907,exact_clean_to_raw
1126,110000,1126_satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-83,14,72,95,123,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-83,exact_clean_to_raw
1127,102000,1127_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-171,10,73,96,124,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-baki-yasayis-kompleksi-171,exact_clean_to_raw
1129,88000,1129_satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-892,10,74,97,126,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-892,exact_clean_to_raw
1130,183000,1130_satilir-3-otaqli-kohne-tikili-lenkeran-setterxan-kucesi-ev-4,3,75,98,127,https://arenda.az/satilir-3-otaqli-kohne-tikili-lenkeran-setterxan-kucesi-ev-4,exact_clean_to_raw
1131,110000,1131_satilir-2-otaqli-yeni-tikili-10-cu-mikrorayon-rayonu-mida-yasayis-kompleksi,6,76,99,128,https://arenda.az/satilir-2-otaqli-yeni-tikili-10-cu-mikrorayon-rayonu-mida-yasayis-kompleksi,exact_clean_to_raw
1132,209000,1132_satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-tenov-19,8,77,100,129,https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-tenov-19,exact_clean_to_raw
1133,138000,1133_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-54,16,78,101,130,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-54,exact_clean_to_raw
1134,126500,1134_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-47,27,79,102,131,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-47,exact_clean_to_raw
1135,120000,1135_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-39,12,80,103,132,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-39,exact_clean_to_raw
1136,168500,1136_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-51,20,81,104,133,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-51,exact_clean_to_raw
1137,168000,1137_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-52,13,82,105,134,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-52,exact_clean_to_raw
1138,166000,1138_satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-53,13,83,106,135,https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-53,exact_clean_to_raw
1139,183000,1139_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-18,14,84,107,136,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-18,exact_clean_to_raw
1140,215000,1140_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-14,14,85,108,137,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-14,exact_clean_to_raw
1141,229500,1141_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-15,25,86,109,138,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-15,exact_clean_to_raw
1142,239000,1142_satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-17,30,87,110,139,https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-avtovagzal-metrosu-kristal-abseron-17,exact_clean_to_raw
1143,203000,1143_satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-qes-yasamal-serifzade-kuc-avant-park,21,88,111,140,https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-qes-yasamal-serifzade-kuc-avant-park,exact_clean_to_raw
